CD,NM,ROE,PER,PBR,PROFIT,INCOME,FRGN_RT,END_PRC,VOL,REMAIN_DEAL,PRC_MEDIAN,VOL_MEDIAN,LAST_FRGN_RT,LAST_END_PRC,LAST_PRC_AVG_5,LAST_PRC_AVG_10,VS_START_PRC,VS_HIGH_PRC,VS_HIGHEST_PRC,VS_LOW_PRC,VS_LOWEST_PRC,LAST_VOL,LAST_REMAIN_GAP_BUY,RISING_ROE,ROE_AVG,RISING_PROFIT,RISING_FRGN_RT,RISING_REMAIN_DEAL,PRC_BASE,VOL_BASE,REMAIN_GAP_BUY_BASE
A074600,원익QnC,"[21.25, 1.23, 11.44, 21.84]","[6.49, 157.36, 21.64, 11.56]","[1.25, 1.93, 2.34, 2.28]","[412, 274, 412, 880]","[412, 36, 155, 595]","[2.47, 2.58, 2.49, 2.46, 2.61]","[25750, 26050, 25950, 26000, 26000]","[158084, 141768, 150806, 234769, 213736]","[0.0, 0.0, 0.0, 0.0, 208.0]",24925,255877,2.61,26000,25950,25335,101.73,101.73,99.62,83.08,124.62,213736,208.0,N,13.94,N,N,Y,N,N,Y
A376980,원티드랩,"[0.0, 36.8, 224.6]","[0.0, 0.0, 66.07]",[8.35],[68],[34],"[2.6, 2.5, 2.72]","[32800, 33600, 34250]","[61406, 88360, 173086]","[0.0, 0.0, -158.0]",32400,78294,2.72,34250,33420,32655,98.25,102.19,98.1,72.41,318.25,173086,-158.0,Y,87.13,N,N,Y,N,Y,N
A101160,월덱스,"[28.23, 24.22, 21.96, 28.32]","[4.61, 7.02, 13.32, 12.36]","[1.14, 1.52, 2.67, 3.08]","[220, 234, 358, 434]","[175, 194, 218, 334]","[1.95, 1.96, 2.04, 1.99, 2.1]","[23600, 23600, 23500, 23600, 24650]","[83963, 165308, 171538, 84848, 306571]","[0.0, 0.0, 0.0, 0.0, 13.0]",22975,138562,2.1,24650,23790,23345,97.36,101.22,96.75,80.53,128.19,306571,13.0,N,25.68,Y,N,Y,N,Y,Y
A069080,웹젠,"[12.74, 21.83, 18.51]","[13.51, 14.17, 11.75]","[1.43, 2.44, 1.72]","[518, 1083, 1030]","[422, 863, 869]","[25.68, 25.72, 25.78, 25.76, 25.79]","[24000, 24300, 24500, 24300, 24700]","[108434, 90203, 264420, 92629, 300500]","[0.0, 0.0, 0.0, 0.0, 104.0]",23425,147361,25.79,24700,24360,23870,98.99,102.23,98.58,83.2,203.64,300500,104.0,N,17.69,N,N,Y,N,Y,Y
A053580,웹케시,"[24.23, 28.66, 17.87]","[30.98, 27.87, 24.43]","[5.29, 7.12, 3.65]","[93, 143, 187]","[93, 174, 149]","[21.91, 21.87, 21.85, 21.81, 21.78]","[24350, 24450, 24250, 25200, 24750]","[35634, 12486, 20885, 48321, 38635]","[0.0, 0.0, 0.0, 0.0, 52.0]",23450,13772,21.78,24750,24600,23910,102.42,102.42,98.99,90.71,378.18,38635,52.0,N,23.59,Y,N,Y,N,Y,Y
A065370,위세아이텍,"[27.29, 18.82, 16.0]","[18.54, 22.43, 34.48]","[4.47, 3.06, 5.08]","[29, 37, 58]","[27, 34, 40]","[6.72, 6.45, 6.45, 6.46, 6.78]","[16000, 15900, 15900, 15750, 15650]","[306752, 89599, 94105, 112868, 77237]","[0.0, 0.0, 0.0, 0.0, 12.0]",14400,119302,6.78,15650,15840,15415,101.28,101.92,98.72,77.32,144.41,77237,12.0,N,20.7,Y,N,Y,N,N,Y
A014830,유니드,"[9.87, 10.29, 20.51]","[6.15, 5.58, 4.89]","[0.58, 0.54, 0.88]","[848, 962, 1683]","[675, 768, 1824]","[11.73, 11.69, 11.84, 11.4, 11.09]","[99100, 105500, 109000, 113500, 112500]","[53205, 223767, 153149, 227541, 100121]","[0.0, 0.0, 0.0, 0.0, -47.0]",97500,116004,11.09,112500,107920,103050,100.0,102.22,96.89,57.6,141.33,100121,-47.0,Y,13.56,Y,N,Y,N,N,N
A036200,유니셈,"[18.57, 15.25, 23.11]","[7.56, 12.49, 11.73]","[1.24, 1.71, 2.35]","[240, 322, 437]","[213, 205, 382]","[5.08, 5.05, 5.04, 4.99, 4.97]","[11500, 11600, 11550, 11550, 11650]","[215672, 115917, 111298, 148014, 190472]","[0.0, 0.0, 0.0, 0.0, 20.0]",11200,187201,4.97,11650,11570,11270,100.43,101.29,99.14,90.56,137.77,190472,20.0,N,18.98,Y,N,Y,N,Y,Y
A077500,유니퀘스트,"[12.68, 10.8, 23.53]","[7.14, 16.75, 5.29]","[0.83, 1.71, 1.07]","[69, 90, 245]","[224, 205, 604]","[44.84, 44.83, 44.92, 44.93, 44.9]","[10750, 10800, 10900, 10800, 10900]","[61429, 109826, 88093, 177599, 121967]","[0.0, 0.0, 0.0, 0.0, -114.0]",10700,111511,44.9,10900,10830,10680,99.54,100.92,98.62,82.48,121.1,121967,-114.0,N,15.67,Y,N,Y,N,Y,N
A069330,유아이디,"[0.0, -67.02, 36.13]","[-1.63, -1.53, 7.24]","[1.29, 1.35, 2.11]","[-54, -28, 60]","[-138, -87, 51]",[1.5],[2720],[156585],[1.0],2750,127828,1.5,2720,2768,2756,102.57,103.12,95.4,66.73,125.0,156585,1.0,Y,-10.3,Y,N,N,Y,Y,Y
A072130,유엔젤,"[-12.8, -1.67, 33.1]","[-13.71, -88.44, 4.74]","[1.64, 1.28, 1.21]","[-23, 12, 31]","[-51, -12, 146]","[2.9, 3.05, 3.0, 3.17]","[4720, 4685, 4690, 4700]","[65590, 71319, 59069, 757477]","[0.0, 0.0, 0.0, -4.0]",4537,96384,3.17,4700,4690,4623,99.79,106.28,99.04,81.49,128.72,757477,-4.0,Y,6.21,Y,N,Y,N,Y,N
A084370,유진테크,"[2.45, 1.47, 22.86]","[65.56, 219.26, 19.62]","[1.55, 3.18, 3.95]","[238, 223, 739]","[108, 99, 632]","[23.59, 23.65, 23.69, 23.65, 23.65]","[46600, 46900, 46700, 46800, 46300]","[75101, 64665, 57025, 56242, 74959]","[0.0, 0.0, 0.0, 0.0, 92.0]",43550,148738,23.65,46300,46660,45075,102.48,102.59,100.0,77.75,119.01,74959,92.0,N,8.93,N,N,Y,N,N,Y
A191410,육일씨엔에쓰,"[-19.27, -81.21, 16.69]","[-3.52, -1.63, 14.77]","[0.75, 2.18, 2.25]","[-92, -172, -113]","[-78, -215, 30]","[1.6, 1.59, 1.5]","[4335, 4145, 4145]","[23961, 40384, 16240]","[0.0, 0.0, 1.0]",4185,25241,1.5,4145,4288,4237,101.09,102.53,99.88,62.97,148.85,16240,1.0,N,-27.93,N,N,Y,Y,N,Y
A025820,이구산업,"[-3.26, 1.86, 18.72]","[-17.72, 34.92, 5.77]","[0.59, 0.65, 0.99]","[6, 59, 356]","[-34, 19, 211]","[0.64, 1.26, 0.53, 1.43, 1.02]","[4540, 4460, 4700, 4750, 4660]","[1483689, 1129494, 5499053, 2945469, 1225661]","[0.0, 0.0, 0.0, 0.0, 87.0]",4392,1756603,1.02,4660,4622,4502,102.15,102.47,98.93,58.15,118.45,1225661,87.0,Y,5.77,Y,N,Y,N,N,Y
A088390,이녹스,"[-9.23, 7.54, 32.18]","[-5.01, 11.82, 5.81]","[0.46, 0.81, 1.49]","[-51, 106, 242]","[-189, 124, 545]","[1.36, 1.25, 1.31, 1.26, 1.24]","[23200, 23400, 23650, 23600, 24500]","[170946, 45916, 34283, 23435, 82612]","[0.0, 0.0, 0.0, 0.0, -26.0]",20225,31965,1.24,24500,23670,22000,97.96,100.41,95.1,46.53,158.37,82612,-26.0,Y,10.16,Y,N,Y,N,Y,N
A272290,이녹스첨단소재,"[21.1, 13.17, 31.38]","[14.73, 17.67, 11.28]","[2.78, 2.16, 2.93]","[465, 438, 967]","[345, 252, 802]","[19.98, 19.85, 19.69, 19.34, 19.43]","[45550, 46600, 47850, 48700, 52300]","[389691, 217949, 380581, 248990, 938168]","[0.0, 0.0, 0.0, 0.0, -418.0]",41800,183971,19.43,52300,48200,45180,94.65,100.76,94.36,67.11,170.94,938168,-418.0,N,21.88,N,N,Y,N,Y,N
A264850,이랜시스,"[5.78, 12.79, 18.99]","[48.82, 18.28, 16.03]","[2.12, 2.12, 2.69]","[41, 43, 69]","[11, 34, 62]","[0.19, 0.15, 0.04, 0.1, 0.09]","[3700, 3850, 3850, 3815, 3880]","[765553, 2745949, 484396, 251905, 5538411]","[0.0, 0.0, 0.0, 0.0, 141.0]",3490,252571,0.09,3880,3819,3689,99.74,107.35,98.58,60.44,123.71,5538411,141.0,Y,12.52,Y,N,Y,N,Y,Y
A054210,이랜텍,"[7.92, -10.3, 18.76]","[9.71, -12.9, 9.66]","[0.74, 1.45, 1.65]","[363, 150, 342]","[121, -160, 339]","[4.65, 4.92, 4.81]","[16150, 16250, 16650]","[610150, 311463, 567973]","[0.0, 0.0, -517.0]",14950,466805,4.81,16650,15970,15220,97.9,101.2,97.9,39.52,110.81,567973,-517.0,N,5.46,N,N,Y,N,Y,N
A139480,이마트,"[2.76, 4.05, 16.25]","[15.2, 11.67, 2.68]","[0.39, 0.45, 0.41]","[1507, 2372, 3168]","[2238, 3626, 15891]","[30.75, 30.82, 30.64, 30.58, 30.55]","[142500, 140500, 141500, 141000, 139000]","[396175, 137030, 227565, 105418, 116586]","[0.0, 0.0, 0.0, 0.0, 784.0]",135500,227580,30.55,139000,140900,138550,101.08,101.8,99.64,87.41,131.29,116586,784.0,Y,7.69,Y,N,Y,N,N,Y
A005950,이수화학,"[2.31, -2.4, -31.08, 15.63]","[22.45, -22.05, -2.91, 7.63]","[0.47, 0.51, 1.2, 1.09]","[74, 94, -327, 810]","[-16, -189, -1399, 720]","[1.73, 2.09, 1.89, 1.81, 2.03]","[13550, 13450, 13450, 14000, 13850]","[637746, 220784, 160270, 588215, 251089]","[0.0, 0.0, 0.0, 0.0, 97.0]",12775,227766,2.03,13850,13660,13290,100.36,101.81,99.28,80.14,132.49,251089,97.0,N,-3.88,N,N,Y,N,Y,Y
A123570,이엠넷,"[8.88, 13.02, 11.68, 35.6]","[11.3, 10.96, 13.1, 5.43]","[0.92, 1.35, 1.45, 1.64]","[56, 77, 72, 92]","[45, 81, 79, 268]","[25.52, 25.49, 25.52, 25.52, 25.55]","[6060, 6180, 6130, 6220, 6280]","[44113, 62158, 23940, 52634, 44645]","[0.0, 0.0, 0.0, 0.0, -9.0]",6085,42765,25.55,6280,6174,6167,98.89,100.32,98.25,76.43,142.83,44645,-9.0,N,17.3,N,N,Y,N,Y,N
A091120,이엠텍,"[0.21, 0.51, 16.48]","[348.25, 210.54, 14.73]","[0.74, 0.98, 2.09]","[-56, 21, 371]","[-4, 6, 341]","[5.44, 5.44, 5.45, 5.57, 5.53]","[37400, 37550, 39750, 40200, 40600]","[107684, 59272, 303544, 293776, 520890]","[0.0, 0.0, 0.0, 0.0, 55.0]",35950,195314,5.53,40600,39100,37540,102.71,104.68,98.89,41.75,107.51,520890,55.0,Y,5.73,Y,N,Y,N,Y,Y
A039030,이오테크닉스,"[5.98, 3.17, 5.38, 15.33]","[27.21, 105.13, 67.51, 18.42]","[1.59, 3.27, 3.54, 2.61]","[179, 71, 385, 834]","[219, 118, 216, 676]","[15.57, 15.61, 15.63, 15.64, 15.45]","[101700, 103300, 104700, 106800, 107300]","[89997, 90981, 96996, 83945, 118553]","[0.0, 0.0, 0.0, 0.0, 538.0]",95050,77270,15.45,107300,104760,99880,100.19,102.98,100.0,84.16,127.03,118553,538.0,N,7.46,N,N,Y,N,Y,Y
A092130,이크레더블,"[26.81, 23.4, 22.98]","[16.37, 21.69, 17.04]","[4.16, 4.89, 3.75]","[167, 169, 182]","[137, 131, 139]","[12.48, 12.46, 12.46, 12.44, 12.43]","[18800, 18700, 18700, 18700, 18800]","[12275, 15622, 10360, 6424, 14992]","[0.0, 0.0, 0.0, 0.0, 43.0]",18600,11968,12.43,18800,18740,18685,99.47,100.8,99.2,91.22,118.88,14992,43.0,N,24.4,Y,N,Y,N,Y,Y
A000760,이화산업,"[-4.35, -2.65, 38.34]","[-9.6, -16.78, 0.92]","[0.43, 0.45, 0.3]","[-17, -35, -50]","[-48, -37, 592]","[0.25, 0.25, 0.25, 0.25, 0.24]","[17300, 17050, 17250, 17250, 17200]","[821, 2723, 799, 1006, 2365]","[0.0, 0.0, 0.0, 0.0, -12.0]",16625,1204,0.24,17200,17210,17045,100.29,101.16,98.84,83.14,142.44,2365,-12.0,Y,10.45,N,N,Y,N,Y,N
A041830,인바디,"[15.47, 12.09, 20.39]","[15.84, 13.55, 9.31]","[2.25, 1.51, 1.64]","[276, 191, 359]","[204, 176, 340]","[29.97, 29.89, 29.97, 29.92]","[26300, 26650, 26950, 27900]","[57279, 124408, 54600, 208180]","[0.0, 0.0, 0.0, -311.0]",25550,49122,29.92,27900,26750,26150,97.85,101.43,95.7,70.25,117.74,208180,-311.0,N,15.98,N,N,Y,N,Y,N
A277410,인산가,"[11.45, 14.38, 15.0]","[15.91, 11.1, 10.17]","[1.66, 1.5, 1.36]","[40, 57, 82]","[32, 48, 64]","[2.96, 2.95, 2.92, 3.21, 3.21]","[2330, 2380, 2380, 2370, 2365]","[563650, 2804100, 520713, 404181, 209663]","[0.0, 0.0, 0.0, 0.0, 138.0]",2247,294481,3.21,2365,2365,2329,101.27,101.27,99.58,80.97,135.1,209663,138.0,Y,13.61,Y,N,Y,N,N,Y
A211050,인카금융서비스,"[0.0, 58.03, 49.26]","[7.79, 4.22, 5.76]","[1.92, 1.9, 2.28]","[28, 147, 211]","[34, 113, 164]","[0.12, 0.15]","[13600, 13900]","[33225, 22447]","[0.0, -40.0]",13700,31133,0.15,13900,13870,13715,97.84,100.72,97.48,61.87,172.66,22447,-40.0,N,35.76,Y,Y,Y,N,N,N
A216050,인크로스,"[14.48, 17.55, 25.21]","[21.74, 35.35, 20.19]","[2.81, 5.24, 4.1]","[122, 148, 214]","[93, 123, 211]","[16.16, 16.15, 16.11, 16.1, 16.09]","[42600, 43000, 42550, 42200, 42000]","[4338, 7828, 7174, 4029, 6997]","[0.0, 0.0, 0.0, 0.0, -5.0]",42350,4375,16.09,42000,42470,42475,100.48,100.83,99.4,97.62,151.19,6997,-5.0,Y,19.08,Y,N,Y,Y,Y,N
A950140,잉글우드랩,"[3.85, 5.06, 21.18]","[38.71, 32.17, 11.39]","[1.44, 1.63, 2.11]","[67, 79, 170]","[23, 31, 150]","[10.78, 10.86, 10.83, 10.81, 10.82]","[8600, 8520, 8430, 8310, 8210]","[94916, 102099, 111596, 132877, 133447]","[0.0, 0.0, 0.0, 0.0, 71.0]",8460,104948,10.82,8210,8414,8449,101.71,101.83,99.88,75.52,142.51,133447,71.0,Y,10.03,Y,N,Y,Y,Y,Y
A040420,정상제이엘에스,"[12.2, 10.48, 20.03]","[15.47, 14.72, 8.36]","[1.77, 1.47, 1.51]","[134, 88, 170]","[77, 67, 136]","[5.96, 5.94, 5.94, 5.94, 5.95]","[7740, 7730, 7720, 7700, 7570]","[22421, 21566, 21018, 23227, 81069]","[0.0, 0.0, 0.0, 0.0, 21.0]",7790,22232,5.95,7570,7692,7738,101.32,101.85,99.08,84.94,110.96,81069,21.0,N,14.24,N,N,Y,Y,Y,Y
A122310,제노레이,"[25.32, 16.13, 19.71]","[7.68, 13.95, 10.06]","[1.82, 2.09, 1.79]","[147, 111, 150]","[132, 102, 143]","[8.73, 8.69, 8.92, 8.97, 9.24]","[10500, 10550, 10550, 10850, 10750]","[103122, 78262, 40690, 144563, 73494]","[0.0, 0.0, 0.0, 0.0, -68.0]",10525,130971,9.24,10750,10640,10645,100.93,101.4,99.53,80.0,105.58,73494,-68.0,N,20.39,N,N,Y,N,N,N
A361390,제노코,"[-11.57, 22.71, 29.66]","[0.0, 0.0, 35.11]",[7.02],[43],[58],"[10.32, 10.1]","[27200, 31100]","[186987, 3385224]","[0.0, 2.0]",26950,154178,10.1,31100,27840,27185,87.46,106.11,87.46,66.08,466.24,3385224,2.0,Y,13.6,N,N,Y,N,Y,Y
A225220,제놀루션,"[-5.02, 100.25, 47.94]","[-88.9, 3.49, 4.39]","[9.48, 2.14, 1.74]","[1, 540, 413]","[-3, 320, 344]","[0.01, 0.28, 0.19, 0.17]","[14500, 14550, 14950, 14650]","[166136, 155363, 75637, 84573]","[0.0, 0.0, 0.0, 18.0]",13300,39416,0.17,14650,14470,13910,102.39,102.73,97.61,81.23,210.58,84573,18.0,N,47.72,N,N,Y,N,Y,Y
A287410,제이시스메디칼,"[0.0, 190.55, 42.44]","[0.0, 0.0, 40.48]","[0.0, 0.0, 11.74]","[27, 114, 236]","[11, 75, 135]","[7.55, 7.64, 7.92, 7.77, 7.75]","[8280, 8580, 8440, 8350, 8220]","[1126506, 1223012, 844132, 820873, 763005]","[0.0, 0.0, 0.0, 0.0, 412.0]",8200,1402310,7.75,8220,8374,8353,102.07,102.07,99.76,43.07,113.14,763005,412.0,N,77.66,Y,N,Y,N,N,Y
A137950,제이씨케미칼,"[13.79, 8.03, 28.18]","[11.11, 18.97, 6.23]","[1.4, 1.45, 1.53]","[130, 192, 398]","[117, 74, 334]","[1.28, 1.3, 1.55, 1.81, 1.8]","[8750, 8920, 9100, 9210, 9290]","[377582, 467262, 544968, 741842, 538370]","[0.0, 0.0, 0.0, 0.0, 136.0]",8730,493007,1.8,9290,9054,8828,100.86,102.15,99.14,64.59,137.78,538370,136.0,N,16.67,Y,N,Y,N,Y,Y
A194370,제이에스코퍼레이션,"[5.26, 1.54, 27.4]","[20.39, 42.45, 5.91]","[1.01, 0.62, 1.34]","[111, 79, 610]","[82, 23, 483]","[1.51, 1.46, 1.46, 1.53, 1.71]","[25600, 25250, 26300, 27900, 27150]","[118787, 108558, 146992, 350692, 150831]","[0.0, 0.0, 0.0, 0.0, 174.0]",24650,132061,1.71,27150,26440,25475,103.13,103.5,100.0,61.88,105.71,150831,174.0,N,11.4,N,N,Y,N,Y,Y
A035900,JYP Ent.,"[21.91, 17.29, 31.43]","[27.36, 46.15, 26.68]","[5.03, 6.96, 6.8]","[435, 441, 579]","[312, 296, 675]","[24.22, 24.32, 24.89, 25.06, 24.7]","[51900, 56300, 57000, 57500, 57200]","[264267, 1597530, 648618, 566799, 402452]","[0.0, 0.0, 0.0, 0.0, 137.0]",52600,453728,24.7,57200,55980,54420,100.52,101.22,99.3,52.97,102.27,402452,137.0,N,23.54,Y,N,Y,N,N,Y
A089790,제이티,"[0.0, 17.73, 35.65]","[14.61, 25.67, 7.86]","[2.03, 4.06, 2.31]","[62, 53, 112]","[38, 52, 139]","[4.48, 4.32, 4.4]","[8380, 8330, 8560]","[70384, 71214, 110222]","[0.0, 0.0, -49.0]",8215,62017,4.4,8560,8408,8237,98.25,100.0,97.55,84.11,136.68,110222,-49.0,Y,17.79,N,N,Y,N,Y,N
A030000,제일기획,"[15.09, 16.11, 15.58]","[20.04, 15.06, 15.88]","[2.57, 2.07, 2.07]","[2058, 2049, 2482]","[1395, 1583, 1676]","[31.51, 31.46, 31.46, 31.46, 31.46]","[22900, 23000, 22950, 22850, 22800]","[222302, 130284, 94633, 121742, 122259]","[0.0, 0.0, 0.0, 0.0, 113.0]",22300,215676,31.46,22800,22900,22625,100.22,100.66,99.56,91.01,116.23,122259,113.0,N,15.59,N,N,Y,N,N,Y
A216080,제테마,"[-101.92, -24.71, 22.65]","[-9.59, -42.4, 33.21]","[5.03, 9.68, 6.66]","[-107, -56, 23]","[-147, -93, 109]",[0.4],[20250],[39016],[38.0],20100,52849,0.4,20250,20270,19340,101.48,101.73,100.0,77.04,211.11,39016,38.0,Y,-34.66,Y,N,N,N,N,Y
A064800,젬백스링크,"[2.76, 6.89, 20.42]","[29.47, 11.13, 4.03]","[0.83, 0.74, 0.75]","[59, 37, 17]","[34, 97, 345]",[3.82],[1655],[867736],[-25.0],1627,660640,3.82,1655,1622,1627,97.28,101.21,97.28,83.99,138.07,867736,-25.0,Y,10.02,N,N,N,N,Y,N
A067000,조이시티,"[-25.69, -4.91, 21.79, 20.52]","[-15.64, -74.13, 39.53, 31.91]","[4.49, 3.64, 6.17, 5.94]","[-54, 85, 205, 227]","[-79, -19, 117, 182]","[5.23, 5.15, 5.02, 4.72, 4.71]","[7990, 8010, 7980, 7950, 8240]","[502197, 492557, 666700, 609169, 3118324]","[0.0, 0.0, 0.0, 0.0, 96.0]",8180,860720,4.71,8240,8034,8029,97.45,104.25,96.97,91.38,213.59,3118324,96.0,N,2.93,Y,N,Y,N,Y,Y
A036930,주성엔지니어링,"[21.98, 12.28, -3.52, 30.07]","[7.29, 14.43, -48.2, 12.79]","[1.54, 1.64, 1.74, 3.37]","[412, 291, -250, 822]","[427, 271, -82, 796]","[12.21, 12.4, 12.51, 12.42, 12.52]","[24750, 25700, 25750, 26150, 26150]","[903907, 1165365, 546334, 738983, 1332606]","[0.0, 0.0, 0.0, 0.0, 762.0]",24275,1261275,12.52,26150,25700,24655,101.34,105.35,99.62,40.73,108.6,1332606,762.0,N,15.2,N,N,Y,N,Y,Y
A023450,동남합성,"[26.23, 16.1, 24.61]","[5.05, 17.91, 19.58]","[1.21, 3.61, 4.93]","[98, 135, 149]","[178, 99, 117]","[0.01, 0.01, 0.01, 0.01, 0.01]","[61800, 61500, 61400, 61400, 61500]","[1313, 1040, 1598, 757, 585]","[0.0, 0.0, 0.0, 0.0, -18.0]",61600,1109,0.01,61500,61520,61570,100.65,100.65,100.0,83.09,116.59,585,-18.0,N,22.31,Y,Y,Y,Y,N,N
A239340,줌인터넷,"[0.0, 4.49, 17.52]","[-9.6, 132.69, 26.22]","[4.68, 5.9, 4.2]","[9, 14, 67]","[-118, 8, 39]",[1.95],[7030],[5569276],[419.0],6665,5930468,1.95,7030,6950,6783,103.41,105.12,99.86,51.71,124.75,5569276,419.0,Y,7.34,Y,N,N,N,N,Y
A263860,지니언스,"[9.43, 9.96, 16.23]","[15.59, 18.18, 19.43]","[1.35, 1.61, 2.64]","[23, 26, 59]","[31, 34, 62]","[10.88, 10.55, 11.05, 11.61, 11.46]","[11100, 11800, 11950, 11450, 12100]","[220684, 669786, 488026, 264995, 790574]","[0.0, 0.0, 0.0, 0.0, 34.0]",10500,152680,11.46,12100,11680,11175,97.11,104.55,95.87,53.72,119.83,790574,34.0,Y,11.87,Y,N,Y,N,Y,Y
A382800,지앤비에스엔지니어링,"[22.01, 24.29, 26.88]","[0.0, 0.0, 11.6]",[2.56],[106],[103],"[0.42, 0.41, 0.44]","[18150, 18400, 18650]","[30739, 13750, 38073]","[0.0, 0.0, -53.0]",18050,35185,0.44,18650,18450,18100,98.93,100.54,98.12,63.27,167.29,38073,-53.0,Y,24.39,N,N,Y,N,Y,N
A007070,GS리테일,"[6.22, 7.5, 25.58]","[22.7, 15.75, 3.39]","[1.38, 1.15, 0.76]","[2388, 2526, 2085]","[1436, 1545, 8013]","[7.42, 7.38, 7.4, 7.42, 7.41]","[28350, 28350, 28300, 28250, 28250]","[169286, 215704, 203570, 123745, 111146]","[0.0, 0.0, 0.0, 0.0, 23.0]",28050,347519,7.41,28250,28300,28210,99.47,100.18,98.94,91.33,140.88,111146,23.0,Y,13.1,N,N,Y,N,N,Y
A007370,진양제약,"[3.84, 11.38, 16.79]","[32.06, 16.07, 8.86]","[1.13, 1.62, 1.2]","[-2, 43, 70]","[16, 52, 95]","[3.14, 3.17, 3.19, 3.23, 3.29]","[7410, 7580, 7570, 7570, 7590]","[96583, 142903, 111322, 57688, 68267]","[0.0, 0.0, 0.0, 0.0, -17.0]",7215,96450,3.29,7590,7544,7410,99.47,101.05,98.29,76.94,121.61,68267,-17.0,Y,10.67,Y,Y,Y,N,N,N
A002785,진흥기업우B,"[23.08, 18.86, 36.86]","[16.65, 18.65, 5.98]","[3.48, 3.2, 1.87]","[280, 147, 433]","[203, 204, 534]","[0.1, 0.1, 0.1, 0.1, 0.1]","[6940, 6900, 6510, 6690, 6720]","[1274, 120, 3778, 3004, 2075]","[0.0, 0.0, 0.0, 0.0, -5.0]",6960,4273,0.1,6720,6752,6945,99.85,100.0,97.47,81.55,142.56,2075,-5.0,N,26.27,N,Y,Y,Y,N,N
A002787,진흥기업2우B,"[23.08, 18.86, 36.86]","[16.65, 18.65, 5.98]","[3.48, 3.2, 1.87]","[280, 147, 433]","[203, 204, 534]","[0.27, 0.27, 0.27, 0.27, 0.27]","[17000, 16700, 16600, 17000, 17050]","[690, 1315, 500, 507, 1001]","[0.0, 0.0, 0.0, 0.0, -14.0]",16975,1688,0.27,17050,16870,16935,99.12,100.29,99.12,70.38,128.45,1001,-14.0,N,26.27,N,Y,Y,N,N,N
A002780,진흥기업,"[23.08, 18.86, 36.86]","[16.65, 18.65, 5.98]","[3.48, 3.2, 1.87]","[280, 147, 433]","[203, 204, 534]","[1.78, 1.78, 1.8, 1.79, 1.86]","[2300, 2305, 2300, 2330, 2325]","[2722248, 1720824, 1862589, 4530197, 2285387]","[0.0, 0.0, 0.0, 0.0, 238.0]",2290,3169867,1.86,2325,2312,2320,101.51,101.72,99.35,79.78,175.91,2285387,238.0,N,26.27,N,N,Y,N,N,Y
A278280,천보,"[14.49, 12.57, 17.19]","[26.29, 66.7, 79.64]","[2.92, 7.99, 12.15]","[272, 301, 506]","[231, 274, 480]","[10.19, 10.05, 9.93, 9.88, 9.93]","[308700, 310400, 314100, 317000, 316900]","[73152, 49521, 53480, 44336, 43096]","[0.0, 0.0, 0.0, 0.0, -6.0]",285800,73092,9.93,316900,313420,299690,100.98,100.98,99.72,49.35,115.84,43096,-6.0,N,14.75,Y,N,Y,N,N,N
A094360,칩스앤미디어,"[14.91, 5.96, 17.76]","[15.62, 60.99, 36.45]","[2.2, 3.61, 6.02]","[36, 24, 52]","[45, 19, 63]","[2.86, 2.7, 2.83, 2.84, 3.32]","[21400, 21450, 21200, 22250, 23500]","[184825, 104103, 167618, 658711, 828970]","[0.0, 0.0, 0.0, 0.0, -179.0]",20950,188554,3.32,23500,21960,21485,95.96,100.85,94.89,51.28,115.11,828970,-179.0,N,12.88,N,N,Y,N,Y,N
A293490,카카오게임즈,"[2.64, 12.12, 34.06]","[0.0, 33.35, 12.89]","[3.39, 3.35]","[665, 1119]","[675, 5202]",[10.66],[76900],[1165249],[322.0],77500,1178042,10.66,76900,77760,76960,98.83,100.26,97.53,64.17,150.85,1165249,322.0,Y,16.27,Y,N,N,Y,N,Y
A035720,카카오,"[1.04, -5.81, 2.7, 21.03]","[168.01, -42.82, 219.25, 25.16]","[1.59, 2.41, 5.32, 4.54]","[729, 2068, 4559, 6636]","[159, -3419, 1734, 16704]","[28.74, 28.71, 28.76, 28.74, 28.73]","[105000, 106500, 106500, 105000, 105000]","[3270435, 2044449, 2302018, 2060997, 1937966]","[0.0, 0.0, 0.0, 0.0, -2903.0]",103250,3076874,28.73,105000,105600,105350,100.95,101.9,99.05,78.29,534.29,1937966,-2903.0,N,4.74,Y,N,Y,N,N,N
A307930,컴퍼니케이,"[25.75, 22.88, 17.98, 22.02]","[0.0, 12.86, 10.72, 9.59]","[2.37, 1.81, 1.94]","[108, 128, 182]","[85, 99, 141]","[0.47, 0.54, 0.6, 0.72, 0.75]","[8980, 9000, 8940, 8770, 9440]","[108827, 132068, 106489, 131266, 923967]","[0.0, 0.0, 0.0, 0.0, -76.0]",8690,101363,0.75,9440,9026,8881,93.86,100.0,93.75,74.15,159.43,923967,-76.0,N,22.16,Y,Y,Y,N,Y,N
A119650,KC코트렐,"[2.52, -148.07, 38.07]","[46.21, -2.19, 8.33]","[1.18, 12.45, 2.21]","[85, -447, 46]","[7, -639, 120]","[1.29, 1.37]","[6130, 6050]","[77369, 62810]","[0.0, -4.0]",6005,32983,1.37,6050,6116,5985,102.48,102.48,99.34,83.47,172.73,62810,-4.0,N,-35.83,N,Y,Y,N,Y,N
